row_number,ticker,target_report_year,status,reason,local_text_path,sec_document_url,word_count
255,INGM,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/INGM/2025_INGM_10k.txt,https://www.sec.gov/Archives/edgar/data/1897762/000162828026013588/ingm-20251227.htm,63566
256,GD,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/GD/2023_GD_10k.txt,https://www.sec.gov/Archives/edgar/data/40533/000004053324000007/gd-20231231.htm,41386
257,GD,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/GD/2024_GD_10k.txt,https://www.sec.gov/Archives/edgar/data/40533/000004053325000008/gd-20241231.htm,41684
258,GD,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/GD/2025_GD_10k.txt,https://www.sec.gov/Archives/edgar/data/40533/000004053326000006/gd-20251231.htm,40920
259,UBER,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/UBER/2023_UBER_10k.txt,https://www.sec.gov/Archives/edgar/data/1543151/000154315124000012/uber-20231231.htm,95592
260,UBER,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/UBER/2024_UBER_10k.txt,https://www.sec.gov/Archives/edgar/data/1543151/000154315125000008/uber-20241231.htm,90116
261,UBER,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/UBER/2025_UBER_10k.txt,https://www.sec.gov/Archives/edgar/data/1543151/000154315126000015/uber-20251231.htm,88147
262,TRV,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TRV/2023_TRV_10k.txt,https://www.sec.gov/Archives/edgar/data/86312/000008631224000012/trv-20231231.htm,116126
263,TRV,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TRV/2024_TRV_10k.txt,https://www.sec.gov/Archives/edgar/data/86312/000008631225000012/trv-20241231.htm,117286
264,TRV,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/TRV/2025_TRV_10k.txt,https://www.sec.gov/Archives/edgar/data/86312/000008631226000065/trv-20251231.htm,115874
265,BMY,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/BMY/2023_BMY_10k.txt,https://www.sec.gov/Archives/edgar/data/14272/000001427224000044/bmy-20231231.htm,77896
266,BMY,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/BMY/2024_BMY_10k.txt,https://www.sec.gov/Archives/edgar/data/14272/000001427225000039/bmy-20241231.htm,75203
267,BMY,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/BMY/2025_BMY_10k.txt,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm,75195
268,KO,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/KO/2023_KO_10k.txt,https://www.sec.gov/Archives/edgar/data/21344/000002134424000009/ko-20231231.htm,87461
269,KO,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/KO/2024_KO_10k.txt,https://www.sec.gov/Archives/edgar/data/21344/000002134425000011/ko-20241231.htm,87505
270,KO,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/KO/2025_KO_10k.txt,https://www.sec.gov/Archives/edgar/data/21344/000162828026010047/ko-20251231.htm,87374
271,NKE,2023,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/NKE/2023_NKE_10k.txt,https://www.sec.gov/Archives/edgar/data/320187/000032018723000039/nke-20230531.htm,53349
272,NKE,2024,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/NKE/2024_NKE_10k.txt,https://www.sec.gov/Archives/edgar/data/320187/000032018724000044/nke-20240531.htm,54319
273,NKE,2025,materialized,downloaded_from_sec_document_url,data/processed/sec_10k_text/top100/chunk_04/NKE/2025_NKE_10k.txt,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm,53134
